suite_id,task_id,model,suite_split,lift_type,feature_family,evidence_eligibility,functional_pass,first_failure_stage,audit_failure_class,root_cause_primary,secondary_tags,contract_clause_ids,context_violation,review_status,annotator,adjudicated,evidence_summary,evidence_path,validity_reason
python200-hard-main-20260829,decorator__signature_preserving_core__001,deepseek/deepseek-v4-flash,python150,Direct,workflow_session_orchestration,valid_agent_evidence,False,public_failure,public_behavior,behavior_drift,argument_binding;call_semantics,B001;B002;B003;B004,False,assistant_first_pass,codex_assistant,False,装饰器保留了签名和结果但改变了调用者接收到的 args 与 kwargs 形状,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/decorator__signature_preserving_core__001/eval/logs/public.stdout,
python200-hard-main-20260829,dynaconf__settings_merge_core__001,deepseek/deepseek-v4-flash,python150,Adapted,config_resolve_discover,valid_agent_evidence,False,missing_submission,agent_no_submission,agent_process_non_delivery,missing_submission,,False,assistant_first_pass,codex_assistant,False,Agent 正常启动但提交目录中没有生成任何文件,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/dynaconf__settings_merge_core__001/run.json,
python200-hard-main-20260829,flake8__plugin_options_core__hard3_001,deepseek/deepseek-v4-flash,python150,Composite,registry_plugin_dispatch,valid_agent_evidence,False,public_failure,public_behavior,contract_api_completion,api_surface,B001,False,assistant_first_pass,codex_assistant,False,OptionManager 缺少注册插件选项所需的公开方法,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/flake8__plugin_options_core__hard3_001/eval/logs/public.stdout,
python200-hard-main-20260829,flask__route_dispatch_core__001,deepseek/deepseek-v4-flash,python150,Adapted,registry_plugin_dispatch,valid_agent_evidence,False,public_failure,public_behavior,behavior_drift,equality_protocol;return_value,B001;B002;B003;B004,True,assistant_first_pass,codex_assistant,False,路由能返回 Response 但 Response 的可观察相等语义不兼容,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/flask__route_dispatch_core__001/eval/logs/public.stdout,
python200-hard-main-20260829,importlib_resources__traversable_tree_core__hard3_001,deepseek/deepseek-v4-flash,python150,Composite,resource_metadata_loading,valid_agent_evidence,False,public_failure,public_behavior,behavior_drift,api_contract;resource_loading,B004,True,assistant_first_pass,codex_assistant,False,提交用不兼容的 pathlib 子类包装资源路径导致 traversable 构造失败,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/importlib_resources__traversable_tree_core__hard3_001/eval/logs/public.stdout,
python200-hard-main-20260829,installer__wheel_record_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,resource_metadata_loading,valid_agent_evidence,False,hidden_failure,hidden_only_behavior,contract_api_completion,validation_boundary;exception_semantics,B002,False,assistant_first_pass,codex_assistant,False,提交能定位 dist-info 但未拒绝同时出现多个候选目录,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/installer__wheel_record_core__hard3_001/eval/logs/hidden.stdout,
python200-hard-main-20260829,jupyter_core__paths_resolver_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,config_resolve_discover,valid_agent_evidence,False,public_failure,public_behavior,behavior_drift,platform_path,B002,True,assistant_first_pass,codex_assistant,False,Windows 路径被当作当前 POSIX 环境下的相对路径重新拼接,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/jupyter_core__paths_resolver_core__hard3_001/eval/logs/public.stdout,
python200-hard-main-20260829,keyring__backend_select_core__hard3_001,deepseek/deepseek-v4-flash,python150,Composite,registry_plugin_dispatch,valid_agent_evidence,False,public_failure,public_behavior,behavior_drift,selection_precedence;name_resolution,B006;B007,False,assistant_first_pass,codex_assistant,False,环境变量指定的 backend 名称没有匹配到对应候选类,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/keyring__backend_select_core__hard3_001/eval/logs/public.stdout,
python200-hard-main-20260829,mkdocs__plugin_config_core__hard3_001,deepseek/deepseek-v4-flash,python150,Composite,registry_plugin_dispatch,valid_agent_evidence,False,public_failure,public_behavior,behavior_drift,registry_dispatch;ordering_precedence,B002,False,assistant_first_pass,codex_assistant,False,插件配置加载后事件 hook 未进入可执行注册表,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/mkdocs__plugin_config_core__hard3_001/eval/logs/public.stdout,
python200-hard-main-20260829,multidict__multidict_mutation_core__hard3_001,deepseek/deepseek-v4-flash,python150,Direct,algorithm_data_structure,valid_agent_evidence,False,public_failure,public_behavior,behavior_drift,data_structure_semantics;ordering_precedence,B001;B002,True,assistant_first_pass,codex_assistant,False,重复键追加后单值读取返回最早值而不是契约要求的最新值,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/multidict__multidict_mutation_core__hard3_001/eval/logs/public.stdout,
python200-hard-main-20260829,pygments__lexer_core__001,deepseek/deepseek-v4-flash,python150,Direct,parse_tokenize_decode,valid_agent_evidence,False,hidden_failure,hidden_only_behavior,behavior_drift,option_semantics;tokenization,B004,True,assistant_first_pass,codex_assistant,False,stripall 选项启用后仍产生普通空白 Text token,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/pygments__lexer_core__001/eval/logs/hidden.stdout,
python200-hard-main-20260829,pylint__config_find_core__001,deepseek/deepseek-v4-flash,hard50,Adapted,config_resolve_discover,valid_agent_evidence,False,public_failure,public_behavior,contract_api_completion,api_surface;packaging_export,B005,True,assistant_first_pass,codex_assistant,False,featurelifted 顶层缺少公开契约要求的 PyLinter 导出,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/pylint__config_find_core__001/eval/logs/public.stdout,
python200-hard-main-20260829,pytest__marker_registry_core__hard3_001,deepseek/deepseek-v4-flash,python150,Composite,registry_plugin_dispatch,valid_agent_evidence,False,hidden_failure,hidden_only_behavior,behavior_drift,exception_semantics,B003,False,assistant_first_pass,codex_assistant,False,strict unknown-marker 路径抛出的异常类型与评测契约不一致,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/pytest__marker_registry_core__hard3_001/eval/logs/hidden.stdout,
python200-hard-main-20260829,python_decouple__config_repository_core__001,deepseek/deepseek-v4-flash,python150,Adapted,config_resolve_discover,valid_agent_evidence,False,hidden_failure,hidden_only_behavior,behavior_drift,parsing_normalization;quoting_comments,B001;B002;B003;B004,False,assistant_first_pass,codex_assistant,False,.env 解析保留了引号和行尾注释而不是返回规范化值,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/python_decouple__config_repository_core__001/eval/logs/hidden.stdout,
python200-hard-main-20260829,responses__request_matcher_core__hard3_001,deepseek/deepseek-v4-flash,python150,Composite,registry_plugin_dispatch,valid_agent_evidence,False,hidden_failure,hidden_only_behavior,behavior_drift,state_lifecycle;call_history,B002;B003,False,assistant_first_pass,codex_assistant,False,once response 首次命中后可移除但第二次查找没有进入完整 call history,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/responses__request_matcher_core__hard3_001/eval/logs/hidden.stdout,
python200-hard-main-20260829,scrapy__item_loader_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,registry_plugin_dispatch,valid_agent_evidence,False,public_failure,public_behavior,behavior_drift,api_input_shape;adapter_semantics,B002;B003,True,assistant_first_pass,codex_assistant,False,ItemLoader 将 item 类当作已实例化 mapping 调用实例方法,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/scrapy__item_loader_core__hard3_001/eval/logs/public.stdout,
python200-hard-main-20260829,tox__factor_expression_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,parse_tokenize_decode,valid_agent_evidence,False,public_failure,public_behavior,behavior_drift,parsing_normalization;combinatorial_expansion,B001;B003,False,assistant_first_pass,codex_assistant,False,factor expression 解析未展开 brace group 组合,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/tox__factor_expression_core__hard3_001/eval/logs/public.stdout,
python200-hard-main-20260829,typer__command_parser_core__001,deepseek/deepseek-v4-flash,python150,Direct,workflow_session_orchestration,valid_agent_evidence,False,public_failure,public_behavior,contract_api_completion,api_surface;packaging_export,B006,True,assistant_first_pass,codex_assistant,False,提交缺少 featurelifted.testing 子模块及 CliRunner API,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/typer__command_parser_core__001/eval/logs/public.stdout,
python200-hard-main-20260829,yamale__schema_validate_core__hard3_001,deepseek/deepseek-v4-flash,python150,Adapted,validate_normalize_construct,valid_agent_evidence,False,public_failure,public_behavior,behavior_drift,parsing_normalization;validation_boundary,B001;B004,False,assistant_first_pass,codex_assistant,False,schema parser 不接受任务要求的简写 validator 表达式,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/yamale__schema_validate_core__hard3_001/eval/logs/public.stdout,
python200-hard-main-20260829,zope_interface__adapter_registry_core__001,deepseek/deepseek-v4-flash,hard50,Composite,registry_plugin_dispatch,valid_agent_evidence,False,hidden_failure,hidden_only_behavior,behavior_drift,registry_dispatch;return_value;state_lifecycle,B003,True,assistant_first_pass,codex_assistant,False,named registration 可删除但 unregister 的返回语义与契约不一致,experiments/python/openhands/deepseek-v4-flash/python200-hard-main-20260829/zope_interface__adapter_registry_core__001/eval/logs/hidden.stdout,
