model,task_id,functional_pass,first_failure_stage,run_directory,run_json_exists,events_path,events_present_nonempty
deepseek-v4-flash,pytest__ini_markers_core__001,False,public_failure,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/pytest__ini_markers_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/pytest__ini_markers_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,pytest__mark_expression_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/pytest__mark_expression_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/pytest__mark_expression_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,pytest__marker_registry_core__hard3_001,False,hidden_failure,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/pytest__marker_registry_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/pytest__marker_registry_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,pytest__skipif_eval_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/pytest__skipif_eval_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/pytest__skipif_eval_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,python_box__config_box_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/python_box__config_box_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/python_box__config_box_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,python_dateutil__relativedelta_core__001,False,public_failure,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/python_dateutil__relativedelta_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/python_dateutil__relativedelta_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,python_dateutil__rrule_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/python_dateutil__rrule_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/python_dateutil__rrule_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,python_decouple__config_repository_core__001,False,hidden_failure,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/python_decouple__config_repository_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/python_decouple__config_repository_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,python_dotenv__env_parse_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/python_dotenv__env_parse_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/python_dotenv__env_parse_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,python_frontmatter__roundtrip_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/python_frontmatter__roundtrip_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/python_frontmatter__roundtrip_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,python_multipart__form_parse_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/python_multipart__form_parse_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/python_multipart__form_parse_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,pyyaml__safe_load_dump__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/pyyaml__safe_load_dump__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/pyyaml__safe_load_dump__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,readme_renderer__content_type_core__hard3_001,False,public_failure,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/readme_renderer__content_type_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/readme_renderer__content_type_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,redis__resp_parser_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/redis__resp_parser_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/redis__resp_parser_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,referencing__json_schema_refs_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/referencing__json_schema_refs_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/referencing__json_schema_refs_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,requests_cache__cache_key_core__hard3_001,False,hidden_failure,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/requests_cache__cache_key_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/requests_cache__cache_key_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,responses__request_matcher_core__hard3_001,False,hidden_failure,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/responses__request_matcher_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/responses__request_matcher_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,returns__result_pipeline_core__hard3_001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/returns__result_pipeline_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/returns__result_pipeline_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,rfc3986__uri_parse_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/rfc3986__uri_parse_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/rfc3986__uri_parse_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,rich__markup_parse_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/rich__markup_parse_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/rich__markup_parse_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,ruamel_yaml__roundtrip_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/ruamel_yaml__roundtrip_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/ruamel_yaml__roundtrip_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,schema__nested_validate_core__hard3_001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/schema__nested_validate_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/schema__nested_validate_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,scrapy__item_loader_core__hard3_001,False,public_failure,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/scrapy__item_loader_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/scrapy__item_loader_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,setuptools_scm__version_normalize_core__hard3_001,False,public_failure,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/setuptools_scm__version_normalize_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/setuptools_scm__version_normalize_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,sortedcontainers__sorted_list_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/sortedcontainers__sorted_list_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/sortedcontainers__sorted_list_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,sphinx__extension_registry_core__hard3_001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/sphinx__extension_registry_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/sphinx__extension_registry_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,sqlalchemy__event_dispatch_core__hard3_001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/sqlalchemy__event_dispatch_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/sqlalchemy__event_dispatch_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,sqlparse__format_filters_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/sqlparse__format_filters_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/sqlparse__format_filters_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,sqlparse__parse_format_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/sqlparse__parse_format_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/sqlparse__parse_format_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,sqlparse__parse_split_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/sqlparse__parse_split_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/sqlparse__parse_split_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,sqlparse__token_tree_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/sqlparse__token_tree_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/sqlparse__token_tree_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,starlette__route_matching_core__hard3_001,False,hidden_failure,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/starlette__route_matching_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/starlette__route_matching_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,stevedore__extension_manager_core__hard3_001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/stevedore__extension_manager_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/stevedore__extension_manager_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,tabulate__table_format_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/tabulate__table_format_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/tabulate__table_format_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,tenacity__retry_state_core__hard3_001,False,hidden_failure,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/tenacity__retry_state_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/tenacity__retry_state_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,tomlkit__roundtrip_document__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/tomlkit__roundtrip_document__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/tomlkit__roundtrip_document__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,tox__factor_expression_core__hard3_001,False,public_failure,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/tox__factor_expression_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/tox__factor_expression_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,trafaret__validation_rules_core__hard3_001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/trafaret__validation_rules_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/trafaret__validation_rules_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,transitions__state_machine_core__hard3_001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/transitions__state_machine_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/transitions__state_machine_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,typer__command_parser_core__001,False,isolation_failure,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/typer__command_parser_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/typer__command_parser_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,urllib3__retry_backoff_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/urllib3__retry_backoff_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/urllib3__retry_backoff_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,virtualenv__interpreter_spec_core__hard3_001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/virtualenv__interpreter_spec_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/virtualenv__interpreter_spec_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,voluptuous__schema_validate_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/voluptuous__schema_validate_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/voluptuous__schema_validate_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,websockets__handshake_parse_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/websockets__handshake_parse_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/websockets__handshake_parse_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,werkzeug__routing_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/werkzeug__routing_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/werkzeug__routing_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,wheel__metadata_normalize_core__hard3_001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/wheel__metadata_normalize_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/wheel__metadata_normalize_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,wsproto__frame_parse_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/wsproto__frame_parse_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/wsproto__frame_parse_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,xmltodict__xml_parse_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/xmltodict__xml_parse_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/xmltodict__xml_parse_core__001/agent/openhands_events.jsonl,True
deepseek-v4-flash,yamale__schema_validate_core__hard3_001,False,public_failure,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/yamale__schema_validate_core__hard3_001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/yamale__schema_validate_core__hard3_001/agent/openhands_events.jsonl,True
deepseek-v4-flash,yarl__url_model_core__001,True,functional_pass,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/yarl__url_model_core__001,True,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/yarl__url_model_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,aiohttp__url_params_core__hard3_001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/aiohttp__url_params_core__hard3_001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/aiohttp__url_params_core__hard3_001/agent/openhands_events.jsonl,True
gpt-5.6-luna,alembic__revision_map_core__hard3_001,False,public_failure,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/alembic__revision_map_core__hard3_001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/alembic__revision_map_core__hard3_001/agent/openhands_events.jsonl,True
gpt-5.6-luna,apscheduler__cron_trigger_core__hard3_001,False,public_failure,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/apscheduler__cron_trigger_core__hard3_001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/apscheduler__cron_trigger_core__hard3_001/agent/openhands_events.jsonl,True
gpt-5.6-luna,arrow__parse_format_core__001,False,missing_submission,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/arrow__parse_format_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/arrow__parse_format_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,astroid__nodes_core__001,False,hidden_failure,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/astroid__nodes_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/astroid__nodes_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,attrs__validators_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/attrs__validators_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/attrs__validators_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,babel__plural_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/babel__plural_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/babel__plural_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,bidict__bidirectional_map_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/bidict__bidirectional_map_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/bidict__bidirectional_map_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,bleach__sanitize_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/bleach__sanitize_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/bleach__sanitize_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,blinker__signal_registry_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/blinker__signal_registry_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/blinker__signal_registry_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,boltons__iterutils_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/boltons__iterutils_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/boltons__iterutils_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,build__pyproject_backend_core__hard3_001,False,public_failure,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/build__pyproject_backend_core__hard3_001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/build__pyproject_backend_core__hard3_001/agent/openhands_events.jsonl,True
gpt-5.6-luna,cachetools__cache_eviction_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/cachetools__cache_eviction_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/cachetools__cache_eviction_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,cattrs__structure_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/cattrs__structure_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/cattrs__structure_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,celery__signal_dispatch_core__hard3_001,False,public_failure,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/celery__signal_dispatch_core__hard3_001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/celery__signal_dispatch_core__hard3_001/agent/openhands_events.jsonl,True
gpt-5.6-luna,cerberus__schema_validate_core__001,False,hidden_failure,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/cerberus__schema_validate_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/cerberus__schema_validate_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,chameleon__template_compile_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/chameleon__template_compile_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/chameleon__template_compile_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,click__lazy_command_core__hard3_001,False,public_failure,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/click__lazy_command_core__hard3_001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/click__lazy_command_core__hard3_001/agent/openhands_events.jsonl,True
gpt-5.6-luna,click__option_parser__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/click__option_parser__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/click__option_parser__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,configobj__roundtrip_config_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/configobj__roundtrip_config_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/configobj__roundtrip_config_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,cookiecutter__repo_finder_core__hard3_001,False,missing_submission,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/cookiecutter__repo_finder_core__hard3_001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/cookiecutter__repo_finder_core__hard3_001/agent/openhands_events.jsonl,True
gpt-5.6-luna,coverage__config_merge_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/coverage__config_merge_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/coverage__config_merge_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,coverage__glob_matcher_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/coverage__glob_matcher_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/coverage__glob_matcher_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,coverage__path_remap_core__001,False,build_failure,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/coverage__path_remap_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/coverage__path_remap_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,coverage__report_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/coverage__report_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/coverage__report_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,coverage__source_selection_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/coverage__source_selection_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/coverage__source_selection_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,croniter__cron_parse_core__001,False,public_failure,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/croniter__cron_parse_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/croniter__cron_parse_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,dataclasses_json__serde_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/dataclasses_json__serde_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/dataclasses_json__serde_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,dateutil__zone_resolver_core__hard3_001,False,missing_submission,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/dateutil__zone_resolver_core__hard3_001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/dateutil__zone_resolver_core__hard3_001/agent/openhands_events.jsonl,True
gpt-5.6-luna,decorator__signature_preserving_core__001,False,public_failure,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/decorator__signature_preserving_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/decorator__signature_preserving_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,deepdiff__deep_compare_core__001,False,missing_submission,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/deepdiff__deep_compare_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/deepdiff__deep_compare_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,diskcache__eviction_policy_core__hard3_001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/diskcache__eviction_policy_core__hard3_001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/diskcache__eviction_policy_core__hard3_001/agent/openhands_events.jsonl,True
gpt-5.6-luna,distlib__wheel_metadata_core__hard3_001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/distlib__wheel_metadata_core__hard3_001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/distlib__wheel_metadata_core__hard3_001/agent/openhands_events.jsonl,True
gpt-5.6-luna,dynaconf__settings_merge_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/dynaconf__settings_merge_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/dynaconf__settings_merge_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,email_validator__validate_core__001,False,public_failure,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/email_validator__validate_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/email_validator__validate_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,environs__typed_env_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/environs__typed_env_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/environs__typed_env_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,faker__provider_core__001,True,functional_pass,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/faker__provider_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/faker__provider_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,filelock__reentrant_lock_core__001,False,public_failure,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/filelock__reentrant_lock_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/filelock__reentrant_lock_core__001/agent/openhands_events.jsonl,True
gpt-5.6-luna,flake8__plugin_options_core__hard3_001,False,public_failure,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/flake8__plugin_options_core__hard3_001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/flake8__plugin_options_core__hard3_001/agent/openhands_events.jsonl,True
gpt-5.6-luna,flask__route_dispatch_core__001,False,public_failure,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/flask__route_dispatch_core__001,True,experiments/python/openhands/gpt-5.6-luna/python200-prime-v2-main-r1/flask__route_dispatch_core__001/agent/openhands_events.jsonl,True
