task_id,model,split,lift_type,feature_family,evidence_eligibility,functional_pass,first_failure_stage,root_cause_primary,secondary_tags,contract_clause_ids,context_violation,evidence_summary,evidence_path,review_status,annotator,adjudicated,independent_human_review,validity_override,validity_reason,close_read_tier
poetry_core__dependency_groups_core__hard3_001,deepseek-v4-flash,python150,Composite,resource_metadata_loading,valid_agent_evidence,false,public_failure,behavior_drift,parsing_normalization,B002;B003,True,"Trajectory inspects poetry-core; parse_project_dependencies still reads PEP 735 dependency-groups and returns {}, while the public input uses project.dependencies and optional-dependencies.",experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/poetry_core__dependency_groups_core__hard3_001/eval/logs/public.stdout,assistant_first_pass,assistant_first_pass,false,false,,,L1
pydantic__field_validator_core__hard3_001,deepseek-v4-flash,python150,Adapted,validate_normalize_construct,valid_agent_evidence,false,hidden_failure,behavior_drift,call_signature;return_value,B002;B003,True,"ValidationError.errors is a method, so subscripting it for the field name fails on the after-validator failure path.",experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/pydantic__field_validator_core__hard3_001/eval/logs/hidden.stdout,assistant_first_pass,assistant_first_pass,false,false,,,L1
pygments__lexer_core__001,deepseek-v4-flash,python150,Direct,parse_tokenize_decode,valid_agent_evidence,false,hidden_failure,behavior_drift,tokenization,B004,True,Lexer option that should drop whitespace tokens still emits ordinary text tokens.,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/pygments__lexer_core__001/eval/logs/hidden.stdout,assistant_first_pass,assistant_first_pass,false,false,,,L1
pytest__ini_markers_core__001,deepseek-v4-flash,python150,Composite,config_resolve_discover,benchmark_invalid_candidate,false,public_failure,task_or_evaluator_defect,undeclared_normalization_rule,,False,First failure is description leading-space; that contradicts the published preserve-whitespace clause.,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/pytest__ini_markers_core__001/eval/logs/public.stdout,assistant_first_pass,assistant_first_pass,false,false,benchmark_invalid_candidate,B003 requires preserving description whitespace after the colon; the public test requires the description to be stripped.,L1
pytest__marker_registry_core__hard3_001,deepseek-v4-flash,python150,Composite,registry_plugin_dispatch,valid_agent_evidence,false,hidden_failure,behavior_drift,exception_semantics,B003,False,Strict unknown-marker handling emits a warning instead of the declared exception type.,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/pytest__marker_registry_core__hard3_001/eval/logs/hidden.stdout,assistant_first_pass,assistant_first_pass,false,false,,,L1
python_dateutil__relativedelta_core__001,deepseek-v4-flash,python150,Direct,algorithm_data_structure,valid_agent_evidence,false,public_failure,contract_api_completion,api_surface;call_signature,B002,False,"relativedelta is exported as a non-callable module and weekday constants are missing, so datetime arithmetic cannot start.",experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/python_dateutil__relativedelta_core__001/eval/logs/public.stdout,assistant_first_pass,assistant_first_pass,false,false,,,L1
python_decouple__config_repository_core__001,deepseek-v4-flash,python150,Adapted,config_resolve_discover,valid_agent_evidence,false,hidden_failure,behavior_drift,parsing_normalization,B001;B002;B003;B004,False,.env parsing does not strip quotes or trailing comments to the normalized values required by the public clauses.,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/python_decouple__config_repository_core__001/eval/logs/hidden.stdout,assistant_first_pass,assistant_first_pass,false,false,,,L1
readme_renderer__content_type_core__hard3_001,deepseek-v4-flash,python150,Adapted,serialize_format_render,benchmark_invalid_candidate,false,public_failure,task_or_evaluator_defect,undeclared_output_marker,,True,"Failure is an undeclared output-marker check, not a missing renderer selection.",experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/readme_renderer__content_type_core__hard3_001/eval/logs/public.stdout,assistant_first_pass,assistant_first_pass,false,false,benchmark_invalid_candidate,B001 only requires selecting a markdown renderer; the public test asserts the literal substring markdown appears in HTML for a heading that already rendered as h1.,L1
requests_cache__cache_key_core__hard3_001,deepseek-v4-flash,python150,Composite,cache_retry_policy,valid_agent_evidence,false,hidden_failure,behavior_drift,parsing_normalization;data_structure_semantics,B005,True,"Header multi-value normalization looks up a header name that is not present under the expected case/key, so cache-key construction raises KeyError.",experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/requests_cache__cache_key_core__hard3_001/eval/logs/hidden.stdout,assistant_first_pass,assistant_first_pass,false,false,,,L1
responses__request_matcher_core__hard3_001,deepseek-v4-flash,python150,Composite,registry_plugin_dispatch,valid_agent_evidence,false,hidden_failure,behavior_drift,state_lifecycle;registry_dispatch,B002;B003,False,Once-matcher hit count or call history after the first match does not follow the required matcher lifecycle.,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/responses__request_matcher_core__hard3_001/eval/logs/hidden.stdout,assistant_first_pass,assistant_first_pass,false,false,,,L1
scrapy__item_loader_core__hard3_001,deepseek-v4-flash,python150,Adapted,registry_plugin_dispatch,valid_agent_evidence,false,public_failure,behavior_drift,call_signature;argument_binding,B002;B003,True,ItemLoader treats an item class or list as an instantiated mapping and then fails inside processor application; default_output_processor is also missing.,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/scrapy__item_loader_core__hard3_001/eval/logs/public.stdout,assistant_first_pass,assistant_first_pass,false,false,,,L1
setuptools_scm__version_normalize_core__hard3_001,deepseek-v4-flash,python150,Adapted,resource_metadata_loading,benchmark_invalid_candidate,false,public_failure,task_or_evaluator_defect,undeclared_normalization_rule;default_values,,False,Public exact 1.2.3 clashes with the published default node plus B003 local segment; excluded from the agent-cause denominator.,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/setuptools_scm__version_normalize_core__hard3_001/eval/logs/public.stdout,assistant_first_pass,assistant_first_pass,false,false,benchmark_invalid_candidate,required_api defaults node to g1234567 and B003 requires a local segment when node is present; the public test omits node and asserts a clean 1.2.3.,L1
starlette__route_matching_core__hard3_001,deepseek-v4-flash,python150,Adapted,registry_plugin_dispatch,valid_agent_evidence,false,hidden_failure,behavior_drift,call_signature;argument_binding,B002;B003;B004,False,"Mount.url_path_for binds the name argument twice (positional plus keyword), so mount-prefix URL generation cannot run.",experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/starlette__route_matching_core__hard3_001/eval/logs/hidden.stdout,assistant_first_pass,assistant_first_pass,false,false,,,L1
tenacity__retry_state_core__hard3_001,deepseek-v4-flash,python150,Adapted,cache_retry_policy,valid_agent_evidence,false,hidden_failure,behavior_drift,state_lifecycle;return_value,B008,True,Retry snapshots keep idle equal to sleep (0.5) instead of the required idle 0.0 on the first observed state.,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/tenacity__retry_state_core__hard3_001/eval/logs/hidden.stdout,assistant_first_pass,assistant_first_pass,false,false,,,L1
tox__factor_expression_core__hard3_001,deepseek-v4-flash,python150,Adapted,parse_tokenize_decode,valid_agent_evidence,false,public_failure,behavior_drift,parsing_normalization,B001;B003,False,Factor expressions with brace groups expand to an empty env set instead of the cartesian env names.,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/tox__factor_expression_core__hard3_001/eval/logs/public.stdout,assistant_first_pass,assistant_first_pass,false,false,,,L1
typer__command_parser_core__001,deepseek-v4-flash,python150,Direct,workflow_session_orchestration,valid_agent_evidence,false,isolation_failure,packaging_modularization,packaging_export;api_surface,B006,True,"Build and behavior gates passed; isolation fails forbidden_imports, and the required testing.CliRunner export is absent from the standalone package.",experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/typer__command_parser_core__001/eval/result.json,assistant_first_pass,assistant_first_pass,false,false,,,L1
yamale__schema_validate_core__hard3_001,deepseek-v4-flash,python150,Adapted,validate_normalize_construct,valid_agent_evidence,false,public_failure,behavior_drift,parsing_normalization;validation_boundary,B001;B004,True,Schema parser rejects the required shorthand validator expression (Name.func / enclosed-validator path).,experiments/python/openhands/deepseek-v4-flash/python200-prime-v2-main-r1/yamale__schema_validate_core__hard3_001/eval/logs/public.stdout,assistant_first_pass,assistant_first_pass,false,false,,,L1
