task_id,suite_split,construction_split_150,source_repo,source_commit,feature_family_selection,feature_family_v2,copytrap,paper_situation,lift_type,lift_label_status,entanglement_primary_original,entanglement_types_original,normalized_entanglement_types,public_test_count,hidden_test_count,paper_fit,taxonomy_coverage,classification_evidence,taxonomy_version
falcon__responder_routing_core__001,hard50,NA,falcon,ea2b14d34bdb0dc7c92c5cced84c8be021e3cb86,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Direct,planned_ledger,framework_coupling,framework_coupling;data_model_coupling,framework_lifecycle;data_model_invariant,4,5,"RQ1 Direct-but-framework: routing table is the feature, rest of falcon is decoy.",ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/falcon__responder_routing_core__001/metadata.json;benchmark/selection/hard50_design_cards/falcon__responder_routing_core__001.md,python200_hard_v1
filelock__reentrant_lock_core__001,python150,core100,filelock,141f5d8c21be2830a9d93ad4ad822acf4b0f8a12,workflow_session_orchestration,workflow_session_orchestration,false,session_lifecycle,Adapted,labeled,resource_coupling,config_environment_coupling;resource_coupling,config_environment;resource_packaging,2,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/filelock__reentrant_lock_core__001/metadata.json,python200_hard_v1
flake8__plugin_options_core__hard3_001,python150,hard50,flake8,bb943328eff3518ee193adbddffdfe15e239c3f7,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Composite,labeled,framework_coupling,config_environment_coupling;framework_coupling,config_environment;dynamic_import_plugin;framework_lifecycle;static_transitive_dependency,2,2,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/flake8__plugin_options_core__hard3_001/metadata.json,python200_hard_v1
flask__route_dispatch_core__001,python150,core100,flask,c12a5d874c5a014495eb2db8a73f40037bc813ac,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Adapted,labeled,framework_coupling,data_model_coupling;framework_coupling,data_model_invariant;dynamic_import_plugin;framework_lifecycle;static_transitive_dependency,2,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/flask__route_dispatch_core__001/metadata.json,python200_hard_v1
fs__url_opener_core__hard3_001,python150,hard50,fs,77a8562785fc37cb2e30bdcd39c133097ba62dce,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Adapted,labeled,resource_coupling,implicit_dependency_coupling;resource_coupling,dynamic_import_plugin;implicit_runtime_dependency;resource_packaging;static_transitive_dependency,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/fs__url_opener_core__hard3_001/metadata.json,python200_hard_v1
fsspec__url_chain_core__hard3_001,python150,hard50,fsspec,0907962e6b94eea3b4ba86a6cc20b36ddb29f2dd,config_resolve_discover,config_resolve_discover,false,config_merge,Adapted,labeled,resource_coupling,implicit_dependency_coupling;resource_coupling,dynamic_import_plugin;implicit_runtime_dependency;resource_packaging;static_transitive_dependency,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/fsspec__url_chain_core__hard3_001/metadata.json,python200_hard_v1
glom__spec_eval_core__hard3_001,python150,hard50,glom,6fd41340f30519ddc64a546ad2703dfe53f12356,algorithm_data_structure,algorithm_data_structure,false,schema_validate,Adapted,labeled,parser_state_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;parser_state;static_transitive_dependency,1,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/glom__spec_eval_core__hard3_001/metadata.json,python200_hard_v1
goodconf__typed_env_core__001,hard50,NA,goodconf,6fd9a4561ba69aad95fac87836652debed3e33a6,config_resolve_discover,config_resolve_discover,false,config_merge,Adapted,planned_ledger,config_environment_coupling,config_environment_coupling;data_model_coupling,config_environment;data_model_invariant,3,5,"RQ1 typed settings object (not pydantic-settings, already in 150).",ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/goodconf__typed_env_core__001/metadata.json;benchmark/selection/hard50_design_cards/goodconf__typed_env_core__001.md,python200_hard_v1
graphene__schema_execute_core__001,hard50,NA,graphene,82903263080b3b7f22c2ad84319584d7a3b1a1f6,workflow_session_orchestration,workflow_session_orchestration,false,session_lifecycle,Composite,planned_ledger,framework_coupling,data_model_coupling;framework_coupling,data_model_invariant;framework_lifecycle,4,5,Backup workflow: GraphQL execution session.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/graphene__schema_execute_core__001/metadata.json;benchmark/selection/hard50_design_cards/graphene__schema_execute_core__001.md,python200_hard_v1
h11__message_parse_core__001,python150,core100,h11,0.14.0-installed-snapshot,protocol_state_transition,protocol_state_transition,false,parse_codec,Direct,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,2,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/h11__message_parse_core__001/metadata.json,python200_hard_v1
h2__frame_parse_core__001,python150,core100,h2,4.3.0-installed-snapshot,protocol_state_transition,protocol_state_transition,false,parse_codec,Adapted,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,2,5,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/h2__frame_parse_core__001/metadata.json,python200_hard_v1
hatch__project_metadata_core__hard3_001,python150,hard50,hatch,19ced89249f2249772eed4566bd40d72e25d77ec,resource_metadata_loading,resource_metadata_loading,false,resource_or_copytrap,Adapted,labeled,data_model_coupling,config_environment_coupling;data_model_coupling,config_environment;data_model_invariant;dynamic_import_plugin,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/hatch__project_metadata_core__hard3_001/metadata.json,python200_hard_v1
httpretty__uri_stub_core__001,hard50,NA,HTTPretty,f9f012711597634d40066d144a36888b3addcc46,direct_tooling_copytrap,protocol_state_transition,true,resource_or_copytrap,Direct,planned_ledger,framework_coupling,framework_coupling;resource_coupling,framework_lifecycle;resource_packaging,3,6,RQ2 HTTP stub inside a repo with many unused adapters.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/httpretty__uri_stub_core__001/metadata.json;benchmark/selection/hard50_design_cards/httpretty__uri_stub_core__001.md,python200_hard_v1
httpx__request_model_core__001,python150,core100,httpx,326b9431c761e1ef1e00b9f760d1f654c8db48c6,validate_normalize_construct,validate_normalize_construct,false,schema_validate,Adapted,labeled,data_model_coupling,config_environment_coupling;data_model_coupling;implicit_dependency_coupling;parser_state_coupling,config_environment;data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,5,9,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/httpx__request_model_core__001/metadata.json,python200_hard_v1
humanize__naturaltime_core__001,python150,core100,humanize,4.15.0-installed-snapshot,serialize_format_render,serialize_format_render,false,parse_codec,Direct,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency;static_transitive_dependency,3,7,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/humanize__naturaltime_core__001/metadata.json,python200_hard_v1
hydra_core__compose_initialize_core__001,hard50,NA,hydra-core,02ba9be659d07e9cdcf4c6d48bc8e7bd02df4ca3,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Composite,planned_ledger,config_environment_coupling,framework_coupling;config_environment_coupling;resource_coupling,framework_lifecycle;config_environment;resource_packaging,2,5,RQ1+RQ4: plugin search path + global initialize. Distinct from OmegaConf-only merge.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/hydra_core__compose_initialize_core__001/metadata.json;benchmark/selection/hard50_design_cards/hydra_core__compose_initialize_core__001.md,python200_hard_v1
importlib_metadata__entry_points_core__001,python150,core100,importlib_metadata,7.0.1-installed-snapshot,resource_metadata_loading,resource_metadata_loading,false,resource_or_copytrap,Direct,labeled,config_environment_coupling,config_environment_coupling;data_model_coupling;implicit_dependency_coupling;third_party_dependency_coupling,config_environment;data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;static_transitive_dependency;third_party_contract,2,2,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/importlib_metadata__entry_points_core__001/metadata.json,python200_hard_v1
importlib_resources__traversable_tree_core__hard3_001,python150,hard50,importlib_resources,1d554758b0cb1a030bf3acb131a276da8a3ebb1e,resource_metadata_loading,resource_metadata_loading,false,resource_or_copytrap,Composite,labeled,resource_coupling,data_model_coupling;implicit_dependency_coupling;resource_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;resource_packaging;static_transitive_dependency,2,6,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/importlib_resources__traversable_tree_core__hard3_001/metadata.json,python200_hard_v1
installer__wheel_record_core__hard3_001,python150,hard50,installer,c18863d235a9d927f48d1831cbf738b0274ac59e,resource_metadata_loading,resource_metadata_loading,false,resource_or_copytrap,Adapted,labeled,resource_coupling,data_model_coupling;resource_coupling,data_model_invariant;resource_packaging;static_transitive_dependency,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/installer__wheel_record_core__hard3_001/metadata.json,python200_hard_v1
intervaltree__interval_tree_core__001,python150,core100,intervaltree,1bc406e1f441577c4e421fc51aba2ab67fbd97fb,algorithm_data_structure,algorithm_data_structure,false,schema_validate,Direct,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling;third_party_dependency_coupling,data_model_invariant;implicit_runtime_dependency;static_transitive_dependency;third_party_contract,3,9,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/intervaltree__interval_tree_core__001/metadata.json,python200_hard_v1
isodate__duration_parse_core__001,python150,core100,isodate,0.7.2-installed-snapshot,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,labeled,parser_state_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;parser_state;static_transitive_dependency,3,7,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/isodate__duration_parse_core__001/metadata.json,python200_hard_v1
isort__settings_resolver_core__hard3_001,python150,hard50,isort,fd8bd075176d074af69aa6acae7ed89a6a89bb05,config_resolve_discover,config_resolve_discover,false,config_merge,Adapted,labeled,config_environment_coupling,config_environment_coupling;implicit_dependency_coupling;resource_coupling,config_environment;dynamic_import_plugin;implicit_runtime_dependency;resource_packaging;static_transitive_dependency,3,6,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/isort__settings_resolver_core__hard3_001/metadata.json,python200_hard_v1
itsdangerous__timed_serializer_core__001,python150,core100,itsdangerous,096c8d42545d3b68ea21a4f890fb2b2d8979c0bd,serialize_format_render,serialize_format_render,false,parse_codec,Adapted,labeled,data_model_coupling,config_environment_coupling;data_model_coupling,config_environment;data_model_invariant;static_transitive_dependency,2,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/itsdangerous__timed_serializer_core__001/metadata.json,python200_hard_v1
jinja2__compile_render_core__001,python150,core100,jinja2,15206881c006c79667fe5154fe80c01c65410679,serialize_format_render,serialize_format_render,false,parse_codec,Adapted,labeled,framework_coupling,data_model_coupling;framework_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;framework_lifecycle;parser_state;static_transitive_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/jinja2__compile_render_core__001/metadata.json,python200_hard_v1
jinja2__extensions_core__001,python150,core100,jinja2,15206881c006c79667fe5154fe80c01c65410679,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Adapted,labeled,framework_coupling,framework_coupling;implicit_dependency_coupling;parser_state_coupling,dynamic_import_plugin;framework_lifecycle;implicit_runtime_dependency;parser_state;static_transitive_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/jinja2__extensions_core__001/metadata.json,python200_hard_v1
jinja2__filters_tests_core__001,python150,core100,jinja2,15206881c006c79667fe5154fe80c01c65410679,serialize_format_render,serialize_format_render,false,parse_codec,Adapted,labeled,framework_coupling,data_model_coupling;framework_coupling;implicit_dependency_coupling,data_model_invariant;framework_lifecycle;implicit_runtime_dependency;static_transitive_dependency,2,5,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/jinja2__filters_tests_core__001/metadata.json,python200_hard_v1
jinja2__lexer_parser_core__001,python150,core100,jinja2,15206881c006c79667fe5154fe80c01c65410679,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/jinja2__lexer_parser_core__001/metadata.json,python200_hard_v1
jinja2__loader_inheritance_core__001,python150,core100,jinja2,15206881c006c79667fe5154fe80c01c65410679,resource_metadata_loading,resource_metadata_loading,false,resource_or_copytrap,Adapted,labeled,framework_coupling,data_model_coupling;framework_coupling;resource_coupling,data_model_invariant;dynamic_import_plugin;framework_lifecycle;resource_packaging;static_transitive_dependency,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/jinja2__loader_inheritance_core__001/metadata.json,python200_hard_v1
json5__parse_core__001,python150,core100,json5,0.9.25-installed-snapshot,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Direct,labeled,parser_state_coupling,implicit_dependency_coupling;parser_state_coupling,implicit_runtime_dependency;parser_state;static_transitive_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/json5__parse_core__001/metadata.json,python200_hard_v1
json_logic__evaluator_core__hard3_001,python150,hard50,json_logic,5fda9125eab4178f8f81c7779291940e31e87bab,cache_retry_policy,cache_retry_policy,false,session_lifecycle,Direct,labeled,parser_state_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;parser_state,3,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/json_logic__evaluator_core__hard3_001/metadata.json,python200_hard_v1
jsonpath_ng__expression_eval_core__001,python150,core100,jsonpath-ng,e59ead334ac47618e6d844ad758114b3bfafcc8a,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Direct,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,4,7,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/jsonpath_ng__expression_eval_core__001/metadata.json,python200_hard_v1
jsonpointer__resolve_core__001,python150,core100,jsonpointer,5998f951dcc5ace60f67f35afe6778c445401a07,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Direct,labeled,parser_state_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;parser_state,5,10,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/jsonpointer__resolve_core__001/metadata.json,python200_hard_v1
jsonschema__validator_core__001,python150,core100,jsonschema,4.23.0-installed-snapshot,validate_normalize_construct,validate_normalize_construct,false,schema_validate,Direct,labeled,data_model_coupling,data_model_coupling;global_state_registry_coupling;implicit_dependency_coupling,data_model_invariant;global_state_registry;implicit_runtime_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/jsonschema__validator_core__001/metadata.json,python200_hard_v1
jupyter_core__paths_resolver_core__hard3_001,python150,hard50,jupyter_core,ad6b4aea233a9634ffcd6ad553ecd63129ab5f6e,config_resolve_discover,config_resolve_discover,false,config_merge,Adapted,labeled,config_environment_coupling,config_environment_coupling;implicit_dependency_coupling;resource_coupling,config_environment;implicit_runtime_dependency;resource_packaging,3,5,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/jupyter_core__paths_resolver_core__hard3_001/metadata.json,python200_hard_v1
jupyter_server__extension_config_core__hard3_001,python150,hard50,jupyter_server,c8bbb1a77a1d482816bac0dfe5c14c08d37b59ac,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Composite,labeled,framework_coupling,config_environment_coupling;framework_coupling,config_environment;dynamic_import_plugin;framework_lifecycle;static_transitive_dependency,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/jupyter_server__extension_config_core__hard3_001/metadata.json,python200_hard_v1
keyring__backend_select_core__hard3_001,python150,hard50,keyring,7603e7cadc254b4c6e3fc2b2f0916a005e78087d,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Composite,labeled,framework_coupling,data_model_coupling;framework_coupling;third_party_dependency_coupling,data_model_invariant;dynamic_import_plugin;framework_lifecycle;static_transitive_dependency;third_party_contract,3,6,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/keyring__backend_select_core__hard3_001/metadata.json,python200_hard_v1
lark__grammar_loader_core__001,python150,core100,lark,1.3.1-installed-snapshot,resource_metadata_loading,resource_metadata_loading,false,resource_or_copytrap,Direct,labeled,resource_coupling,implicit_dependency_coupling;parser_state_coupling;resource_coupling,dynamic_import_plugin;implicit_runtime_dependency;parser_state;resource_packaging;static_transitive_dependency,1,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/lark__grammar_loader_core__001/metadata.json,python200_hard_v1
lark__parse_tree_core__001,python150,core100,lark,1.2.2,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Direct,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/lark__parse_tree_core__001/metadata.json,python200_hard_v1
lark__visitor_transform_core__001,python150,core100,lark,1.2.2,algorithm_data_structure,algorithm_data_structure,false,schema_validate,Adapted,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/lark__visitor_transform_core__001/metadata.json,python200_hard_v1
license_expression__policy_core__hard3_001,python150,hard50,license_expression,2efada20a05837dd573fa6852fbc0974939f2b14,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Direct,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,3,7,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/license_expression__policy_core__hard3_001/metadata.json,python200_hard_v1
limits__strategy_storage_core__001,hard50,NA,limits,cb0ff4294d1b713b7892f975443d04cd21d98dfa,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Adapted,planned_ledger,framework_coupling,framework_coupling;resource_coupling,framework_lifecycle;resource_packaging,4,5,RQ4 strategy+storage registry with unused network backends as decoy.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/limits__strategy_storage_core__001/metadata.json;benchmark/selection/hard50_design_cards/limits__strategy_storage_core__001.md,python200_hard_v1
luigi__task_requires_core__001,hard50,NA,luigi,715f65c4a56a908ef0a1df4df6fc33b8420e2e6c,workflow_session_orchestration,workflow_session_orchestration,false,session_lifecycle,Composite,planned_ledger,framework_coupling,framework_coupling;resource_coupling;data_model_coupling,framework_lifecycle;resource_packaging;data_model_invariant,2,7,RQ2+RQ4: DAG orchestration with a huge unused contrib/ tree.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/luigi__task_requires_core__001/metadata.json;benchmark/selection/hard50_design_cards/luigi__task_requires_core__001.md,python200_hard_v1
mako__lexer_expression_core__001,python150,core100,mako,d58a9208fd62a816e9609a35be55aa6d3c5b14e7,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Direct,labeled,parser_state_coupling,framework_coupling;implicit_dependency_coupling;parser_state_coupling,dynamic_import_plugin;framework_lifecycle;implicit_runtime_dependency;parser_state;static_transitive_dependency,4,8,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/mako__lexer_expression_core__001/metadata.json,python200_hard_v1
markdown__extensions_core__001,python150,core100,Markdown,3.7-installed-snapshot,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,labeled,parser_state_coupling,framework_coupling;parser_state_coupling,dynamic_import_plugin;framework_lifecycle;parser_state;static_transitive_dependency,2,6,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/markdown__extensions_core__001/metadata.json,python200_hard_v1
markdown_it__commonmark_render__001,python150,core100,markdown-it-py,2.2.0-installed-snapshot,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Direct,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/markdown_it__commonmark_render__001/metadata.json,python200_hard_v1
marshmallow__schema_core__001,python150,core100,marshmallow,4.3.0-installed-snapshot,serialize_format_render,serialize_format_render,false,parse_codec,Direct,labeled,data_model_coupling,data_model_coupling;framework_coupling;implicit_dependency_coupling,data_model_invariant;framework_lifecycle;implicit_runtime_dependency;static_transitive_dependency,1,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/marshmallow__schema_core__001/metadata.json,python200_hard_v1
mashumaro__dataclass_codec_core__001,hard50,NA,mashumaro,0ad3eaed34f09e4a361613b607aa78e9a51d9999,validate_normalize_construct,validate_normalize_construct,false,schema_validate,Adapted,planned_ledger,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency,3,4,RQ5 Adapted codec distinct from marshmallow/pydantic/cattrs already used.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/mashumaro__dataclass_codec_core__001/metadata.json;benchmark/selection/hard50_design_cards/mashumaro__dataclass_codec_core__001.md,python200_hard_v1
mimesis__person_address_core__001,hard50,NA,Mimesis,b285fd17ada4c916338c08fc105b8b72bda0630a,direct_tooling_copytrap,resource_metadata_loading,true,resource_or_copytrap,Direct,planned_ledger,data_model_coupling,data_model_coupling;resource_coupling,data_model_invariant;resource_packaging,2,5,RQ2: Person/Address vs dozens of unused locale JSON trees.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/mimesis__person_address_core__001/metadata.json;benchmark/selection/hard50_design_cards/mimesis__person_address_core__001.md,python200_hard_v1
mistune__markdown_plugin_core__001,hard50,NA,mistune,a1b50bc12e066e5707ff797f821829bfcdab03b5,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,planned_ledger,parser_state_coupling,parser_state_coupling;implicit_dependency_coupling,parser_state;implicit_runtime_dependency,3,4,RQ4 plugin-parser: unused plugins are decoy.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/mistune__markdown_plugin_core__001/metadata.json;benchmark/selection/hard50_design_cards/mistune__markdown_plugin_core__001.md,python200_hard_v1
mitmproxy__url_parse_core__001,hard50,NA,mitmproxy,2ac5b089d953585c66026a53f678270e094e48e5,direct_tooling_copytrap,parse_tokenize_decode,true,resource_or_copytrap,Direct,planned_ledger,data_model_coupling,data_model_coupling;resource_coupling,data_model_invariant;resource_packaging,2,6,RQ2: URL parse slice inside a large proxy/addon tree.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/mitmproxy__url_parse_core__001/metadata.json;benchmark/selection/hard50_design_cards/mitmproxy__url_parse_core__001.md,python200_hard_v1
mkdocs__plugin_config_core__hard3_001,python150,hard50,mkdocs,2862536793b3c67d9d83c33e0dd6d50a791928f8,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Composite,labeled,framework_coupling,config_environment_coupling;framework_coupling,config_environment;dynamic_import_plugin;framework_lifecycle;static_transitive_dependency,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/mkdocs__plugin_config_core__hard3_001/metadata.json,python200_hard_v1
msgpack__pack_unpack_core__001,python150,core100,msgpack-python,2de627311fb17b1a942d052447c3777cd58b162d,serialize_format_render,serialize_format_render,false,parse_codec,Adapted,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,5,9,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/msgpack__pack_unpack_core__001/metadata.json,python200_hard_v1
multidict__multidict_mutation_core__hard3_001,python150,hard50,multidict,2aed5c21c349f355063b08355b7322c14075acc3,algorithm_data_structure,algorithm_data_structure,false,schema_validate,Direct,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency;static_transitive_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/multidict__multidict_mutation_core__hard3_001/metadata.json,python200_hard_v1
