task_id,run_id,model,agent,public_pass,hidden_pass,functional_pass,extraction_ratio,final_score,copied_file_count,copied_loc,repeated_file_reads,repeated_line_reads,tool_error_count,harness_format_error_count,closure_plan_present,self_generated_tests,hidden_risk_discussed,stop_reason,primary_failure,secondary_failure,trajectory_path,evaluation_path,evidence_step_ids,analysis_included,exclusion_reason,run_kind,suite_id,split,task_type,difficulty,dynamic_state_task,contract_review_required,run_status,build_pass,public_executed,hidden_executed,submission_present,copied_measurement_source,source_loc,total_tokens,prompt_tokens,completion_tokens,api_calls,assistant_steps,tool_call_count,repeated_terminal_commands,public_success_step_id,finish_step_id,unsupported_completion_claim,agent_reasoning_error_count,evaluator_environment_error_count,failure_classification_confidence,failure_flags,metadata_path,run_path,submission_path,events_available,evaluation_available
json5__parse_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/json5__parse_core__001,openai/Qwen3.6-27B-FP8,openhands-agent,true,true,true,0.716287,0.283713,3,818,0,0,0,0,false,false,true,explicit_finish,passed,none,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/json5__parse_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/json5__parse_core__001/eval/result.json,"[""5f0fbbf9-990f-4ccd-8e25-6ed7ebe4bc10"",""d32f1e8c-86d7-46e3-9865-522da70b8466""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,parser_state_coupling,hard,true,false,passed,true,true,true,true,eval.metrics submission footprint,1142,555632,550821,4811,20,20,20,1,5f0fbbf9-990f-4ccd-8e25-6ed7ebe4bc10,d32f1e8c-86d7-46e3-9865-522da70b8466,false,0,0,high,[],benchmark/tasks/json5__parse_core__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/json5__parse_core__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/json5__parse_core__001/submission,true,true
jsonpath_ng__expression_eval_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonpath_ng__expression_eval_core__001,openai/Qwen3.6-27B-FP8,openhands-agent,,,false,0.955094,0.000000,14,3956,3,0,1,4,false,false,true,explicit_finish,evaluator_or_environment_error,none,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonpath_ng__expression_eval_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonpath_ng__expression_eval_core__001/eval/result.json,"[""1cea5015-3d2d-4730-b84e-dafe0b244196"",""3b205dfe-910f-4092-9a7d-b62ff1ce5ccd"",""e603bba3-7747-4963-acce-786d9e84be82"",""7d948cf9-dbd4-4222-9211-851d14e4f49e"",""136f1292-bddd-481d-900f-7d902e050e1e"",""c6eb7c88-0829-47a6-8a5e-2f181227c29e"",""f821d1db-56ce-49b6-a19b-4f9196d70c02"",""eval:build"",""eval:dependency_install_failed""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,parser_state_coupling,hard,false,false,failed,false,false,false,true,eval.metrics submission footprint,4142,3126342,3089962,36380,108,96,96,3,1cea5015-3d2d-4730-b84e-dafe0b244196,3b205dfe-910f-4092-9a7d-b62ff1ce5ccd,false,0,1,high,"[""high_extraction_ratio_proxy"",""repeated_exploration"",""tool_execution_errors"",""harness_format_errors"",""dependency_install_failed""]",benchmark/tasks/jsonpath_ng__expression_eval_core__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonpath_ng__expression_eval_core__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonpath_ng__expression_eval_core__001/submission,true,true
jsonpointer__resolve_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonpointer__resolve_core__001,openai/Qwen3.6-27B-FP8,openhands-agent,true,true,true,0.233444,0.766556,1,141,0,0,1,0,false,false,false,explicit_finish,passed,none,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonpointer__resolve_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonpointer__resolve_core__001/eval/result.json,"[""cad130e7-5591-4d74-bc6a-e2828deee8ed"",""60297285-75f3-4992-984a-565c8e4aebc2"",""32069f3f-74d9-4197-a479-2aa8153a8690""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,parser_state_coupling,hard,false,false,passed,true,true,true,true,eval.metrics submission footprint,604,264010,259176,4834,15,15,15,0,cad130e7-5591-4d74-bc6a-e2828deee8ed,60297285-75f3-4992-984a-565c8e4aebc2,false,0,0,high,"[""low_extraction_ratio_proxy"",""tool_execution_errors""]",benchmark/tasks/jsonpointer__resolve_core__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonpointer__resolve_core__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonpointer__resolve_core__001/submission,true,true
jsonschema__validator_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonschema__validator_core__001,openai/Qwen3.6-27B-FP8,openhands-agent,,,false,0.190182,0.000000,9,1631,8,4,18,2,false,false,false,step_limit_exceeded,evaluator_or_environment_error,agent_step_limit,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonschema__validator_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonschema__validator_core__001/eval/result.json,"[""16c578e7-e5ce-4a5b-a10c-2d2dd97c43ec"",""aeb59f90-c551-4004-93bd-21fff89b50ea"",""9fe09733-32d7-4595-99bb-4d177fa75a2f"",""5bd28de7-70e0-41d9-a17b-e8f2ddecde79"",""f0606050-9c0e-483d-aebc-3826cf1831b2"",""d84c24a0-d482-42d5-8d44-178c75b12137"",""4ed20cb5-1a8a-4767-9d36-a38d284d70f5"",""dabfccf3-65e6-493f-bc70-ef42154b4077"",""7312a951-eaea-4fb1-b421-49c3453f3584"",""eval:build"",""eval:dependency_install_failed""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,data_model_coupling,hard,true,false,failed,false,false,false,true,eval.metrics submission footprint,8576,4368085,4328832,39253,136,124,124,16,16c578e7-e5ce-4a5b-a10c-2d2dd97c43ec,,false,0,1,high,"[""low_extraction_ratio_proxy"",""repeated_exploration"",""tool_execution_errors"",""harness_format_errors"",""agent_step_limit"",""dependency_install_failed""]",benchmark/tasks/jsonschema__validator_core__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonschema__validator_core__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonschema__validator_core__001/submission,true,true
lark__grammar_loader_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/lark__grammar_loader_core__001,openai/Qwen3.6-27B-FP8,openhands-agent,true,true,true,0.691024,0.308976,20,4719,2,0,0,0,false,false,false,agent_exit:passed,passed,none,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/lark__grammar_loader_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/lark__grammar_loader_core__001/eval/result.json,"[""3f2b2647-f199-41b8-9437-638d1a5b6c15"",""eb65b850-e6fc-4b6f-a1fb-05970d356749"",""082759d6-d146-4561-911e-5748ca72b2fe""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,resource_coupling,hard,true,false,passed,true,true,true,true,eval.metrics submission footprint,6829,7172152,7150290,21862,103,19,19,0,3f2b2647-f199-41b8-9437-638d1a5b6c15,,false,0,0,high,"[""repeated_exploration""]",benchmark/tasks/lark__grammar_loader_core__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/lark__grammar_loader_core__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/lark__grammar_loader_core__001/submission,true,true
lark__parse_tree_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/lark__parse_tree_core__001,openai/Qwen3.6-27B-FP8,openhands-agent,,,false,0.725847,0.000000,21,4583,2,1,2,2,false,false,false,step_limit_exceeded,dependency_closure_omission,agent_step_limit,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/lark__parse_tree_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/lark__parse_tree_core__001/eval/result.json,"[""8648f1e2-2132-462b-a97d-174ddad91cfd"",""2de19ced-60ae-45d5-a736-786e26cc77bb"",""9f95f81c-3dd5-4f5d-a06f-52d8d9dae6d8"",""27821742-4bac-4de5-b1d2-88c3c743c4e4"",""b5992a2f-fd9f-43f0-b21c-c518a728676e"",""95b5bc11-27c0-4d5d-aa8c-429447a92f0d"",""248a2abd-d4ca-4dee-9b8d-f4ebeae87d42"",""eval:build""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,parser_state_coupling,hard,false,false,failed,false,false,false,true,eval.metrics submission footprint,6314,4302556,4271517,31039,131,121,121,15,8648f1e2-2132-462b-a97d-174ddad91cfd,,false,0,0,medium,"[""repeated_exploration"",""tool_execution_errors"",""harness_format_errors"",""agent_step_limit""]",benchmark/tasks/lark__parse_tree_core__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/lark__parse_tree_core__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/lark__parse_tree_core__001/submission,true,true
lark__visitor_transform_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/lark__visitor_transform_core__001,openai/Qwen3.6-27B-FP8,openhands-agent,false,false,false,0.690371,0.000000,19,4359,17,11,1,4,false,false,true,step_limit_exceeded,public_api_or_interface_failure,agent_step_limit,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/lark__visitor_transform_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/lark__visitor_transform_core__001/eval/result.json,"[""82021b7c-1754-4081-909f-b750df0fccc2"",""ca0e68a6-4e60-48fc-ada2-f97b767424f6"",""700cc0c1-a33c-4a56-bf84-4a2dd2bc7376"",""aa207e5a-5b41-4cc7-a6e3-5bf1e674d218"",""ef14c210-494c-49ad-bfa6-3623e3c1b64e"",""ce430134-df01-484c-ae2f-6e60ef562699"",""c12a7f07-29fc-47e2-adcb-6c7f91c97908"",""687c98de-410a-4442-8f4f-071f747c9fbb"",""eval:public_tests"",""eval:hidden_tests""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,data_model_coupling,hard,false,false,failed,true,true,true,true,eval.metrics submission footprint,6314,5425983,5379073,46910,155,140,140,16,82021b7c-1754-4081-909f-b750df0fccc2,,false,0,0,medium,"[""repeated_exploration"",""tool_execution_errors"",""harness_format_errors"",""agent_step_limit""]",benchmark/tasks/lark__visitor_transform_core__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/lark__visitor_transform_core__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/lark__visitor_transform_core__001/submission,true,true
mako__lexer_expression_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/mako__lexer_expression_core__001,openai/Qwen3.6-27B-FP8,openhands-agent,,,false,0.379606,0.000000,11,2483,3,0,6,0,false,false,false,explicit_finish,evaluator_or_environment_error,none,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/mako__lexer_expression_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/mako__lexer_expression_core__001/eval/result.json,"[""12e8ae38-af2d-4238-96cf-a35ef4c7fc22"",""1adb1ad9-aa33-4840-970a-8e49a0590428"",""e176cd7f-f2e0-4451-b323-2e0f82fa8724"",""5a5ce45d-c547-46cf-b720-0f12476d96f0"",""85ef2bed-6781-4806-ae34-2bd86c634262"",""7f9a1ff0-e311-42b3-886c-0e7e2b4942fa"",""eval:build"",""eval:dependency_install_failed""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,parser_state_coupling,hard,false,false,failed,false,false,false,true,eval.metrics submission footprint,6541,2885227,2860917,24310,71,68,68,5,12e8ae38-af2d-4238-96cf-a35ef4c7fc22,1adb1ad9-aa33-4840-970a-8e49a0590428,false,0,1,high,"[""repeated_exploration"",""tool_execution_errors"",""dependency_install_failed""]",benchmark/tasks/mako__lexer_expression_core__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/mako__lexer_expression_core__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/mako__lexer_expression_core__001/submission,true,true
markdown__extensions_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/markdown__extensions_core__001,openai/Qwen3.6-27B-FP8,openhands-agent,true,true,true,0.414444,0.585556,15,3139,0,0,0,1,false,false,true,explicit_finish,passed,none,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/markdown__extensions_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/markdown__extensions_core__001/eval/result.json,"[""45b5e1fd-ebb3-4f5d-a7e5-efd936e778c7"",""38271ad8-277f-4cd9-8b7a-30268ef22ec6"",""024938a9-2d22-4fc3-b5cc-caea8ba271af""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,parser_state_coupling,hard,true,false,passed,true,true,true,true,eval.metrics submission footprint,7574,1622800,1615000,7800,33,31,31,0,45b5e1fd-ebb3-4f5d-a7e5-efd936e778c7,38271ad8-277f-4cd9-8b7a-30268ef22ec6,false,0,0,high,"[""harness_format_errors""]",benchmark/tasks/markdown__extensions_core__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/markdown__extensions_core__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/markdown__extensions_core__001/submission,true,true
markdown_it__commonmark_render__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/markdown_it__commonmark_render__001,openai/Qwen3.6-27B-FP8,openhands-agent,,,false,0.980880,0.000000,63,4412,0,0,0,0,false,false,false,explicit_finish,evaluator_or_environment_error,none,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/markdown_it__commonmark_render__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/markdown_it__commonmark_render__001/eval/result.json,"[""de62206e-ed14-4415-8a63-7454795868c9"",""4344cf3b-c0ce-483e-9e39-912a9e6b2522"",""eval:build"",""eval:dependency_install_failed""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,parser_state_coupling,hard,false,false,failed,false,false,false,true,eval.metrics submission footprint,4498,1030335,1022747,7588,42,29,29,0,de62206e-ed14-4415-8a63-7454795868c9,4344cf3b-c0ce-483e-9e39-912a9e6b2522,false,0,1,high,"[""high_extraction_ratio_proxy"",""dependency_install_failed""]",benchmark/tasks/markdown_it__commonmark_render__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/markdown_it__commonmark_render__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/markdown_it__commonmark_render__001/submission,true,true
marshmallow__schema_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/marshmallow__schema_core__001,openai/Qwen3.6-27B-FP8,openhands-agent,true,true,true,0.979924,0.020076,12,3856,10,0,3,1,true,false,true,explicit_finish,passed,high_extraction_ratio_proxy,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/marshmallow__schema_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/marshmallow__schema_core__001/eval/result.json,"[""8901d48c-921d-47f2-b829-ab0f57adc81a"",""42487c36-3baa-4d62-946b-b935c393a23d"",""2d69c23c-69f1-413c-bc6e-cfa9befbc3ba"",""b872e35c-c3b7-46a1-b444-a530e8352055"",""f59fd959-1638-4b2c-b3a0-6cdf2cfd16a9"",""e1f6d60b-fa8a-4512-8d13-dca08cd89b19"",""4fca839f-7b3c-4ea3-be6a-9e6ac148c26f""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,data_model_coupling,hard,false,false,passed,true,true,true,true,eval.metrics submission footprint,3935,3190344,3161622,28722,96,91,91,1,8901d48c-921d-47f2-b829-ab0f57adc81a,42487c36-3baa-4d62-946b-b935c393a23d,false,0,0,high,"[""high_extraction_ratio_proxy"",""repeated_exploration"",""tool_execution_errors"",""harness_format_errors""]",benchmark/tasks/marshmallow__schema_core__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/marshmallow__schema_core__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/marshmallow__schema_core__001/submission,true,true
msgpack__pack_unpack_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/msgpack__pack_unpack_core__001,openai/Qwen3.6-27B-FP8,openhands-agent,true,true,true,0.402345,0.597655,4,995,3,0,0,0,false,false,true,explicit_finish,passed,none,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/msgpack__pack_unpack_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/msgpack__pack_unpack_core__001/eval/result.json,"[""98efa53c-40d2-4a66-8983-bc43cc8d8d8d"",""f1d1b598-2a7c-472e-ac10-5035ccd68b57"",""38adce38-e351-474c-b37d-1608abcb3b60"",""f538307d-3c2b-4a06-b1e3-e15abf7a1519""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,parser_state_coupling,hard,false,false,passed,true,true,true,true,eval.metrics submission footprint,2473,635519,621605,13914,22,22,22,0,98efa53c-40d2-4a66-8983-bc43cc8d8d8d,f1d1b598-2a7c-472e-ac10-5035ccd68b57,false,0,0,high,"[""repeated_exploration""]",benchmark/tasks/msgpack__pack_unpack_core__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/msgpack__pack_unpack_core__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/msgpack__pack_unpack_core__001/submission,true,true
networkx__dag_topo_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/networkx__dag_topo_core__001,openai/Qwen3.6-27B-FP8,openhands-agent,,,false,0.112583,0.000000,8,1224,11,1,2,1,false,false,false,agent_exit:passed,dependency_closure_omission,harness_format_errors,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/networkx__dag_topo_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/networkx__dag_topo_core__001/eval/result.json,"[""5c2f0def-4c22-4db7-aa14-2ce3820fbba5"",""ea1a7e93-0896-42af-90f1-f2a519fb6333"",""613dbe3b-973d-4bd2-8b86-7f9cc5773d42"",""ebea6141-2989-49ee-a328-970fe77a3a44"",""9c0c6c1a-a318-4855-93f6-0298a243f258"",""caf32726-fd3e-420e-97d6-347bdbff0a0b"",""3d72d443-e9d1-46a3-8bab-05139cc8ba81"",""eval:build""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,data_model_coupling,hard,false,false,failed,false,false,false,true,eval.metrics submission footprint,10872,3111492,3082180,29312,59,54,54,3,5c2f0def-4c22-4db7-aa14-2ce3820fbba5,,false,0,0,medium,"[""low_extraction_ratio_proxy"",""repeated_exploration"",""tool_execution_errors"",""harness_format_errors""]",benchmark/tasks/networkx__dag_topo_core__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/networkx__dag_topo_core__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/networkx__dag_topo_core__001/submission,true,true
packaging__requirement_marker_specifier__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/packaging__requirement_marker_specifier__001,openai/Qwen3.6-27B-FP8,openhands-agent,true,true,true,0.581210,0.418790,9,1893,0,0,0,0,false,false,false,agent_exit:passed,passed,none,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/packaging__requirement_marker_specifier__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/packaging__requirement_marker_specifier__001/eval/result.json,"[""08ce84c7-a452-46ed-9860-97bc5e95cb1b""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,parser_state_coupling,hard,false,false,passed,true,true,true,true,eval.metrics submission footprint,3257,1126941,1121467,5474,30,28,28,1,08ce84c7-a452-46ed-9860-97bc5e95cb1b,,false,0,0,high,[],benchmark/tasks/packaging__requirement_marker_specifier__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/packaging__requirement_marker_specifier__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/packaging__requirement_marker_specifier__001/submission,true,true
parso__python_parse_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/parso__python_parse_core__001,openai/Qwen3.6-27B-FP8,openhands-agent,,,false,0.500686,0.000000,29,5835,4,0,0,8,false,false,false,step_limit_exceeded,build_syntax_or_version_failure,agent_step_limit,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/parso__python_parse_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/parso__python_parse_core__001/eval/result.json,"[""e1e87471-c20f-4d18-aa1a-72131f73dbd9"",""83aa7006-ae92-4c27-bebe-0ee13c57e443"",""6882b5c8-9dbe-4964-b7b4-e70a38976768"",""2f641a59-5881-4b80-b46d-77d1568fcbff"",""eval:build""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,parser_state_coupling,hard,false,false,failed,false,false,false,true,eval.metrics submission footprint,11654,4479974,4443986,35988,143,129,129,10,,,false,0,0,high,"[""repeated_exploration"",""harness_format_errors"",""agent_step_limit""]",benchmark/tasks/parso__python_parse_core__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/parso__python_parse_core__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/parso__python_parse_core__001/submission,true,true
passlib__hash_context_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/passlib__hash_context_core__001,openai/Qwen3.6-27B-FP8,openhands-agent,true,true,true,0.249200,0.750800,15,7320,0,0,0,0,true,false,false,explicit_finish,passed,none,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/passlib__hash_context_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/passlib__hash_context_core__001/eval/result.json,"[""f84a2efa-56d3-4b63-be5d-ac0c3bb539b7"",""220f6c64-4b2d-4940-ac58-5214ce225df7""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,data_model_coupling,hard,true,false,passed,true,true,true,true,eval.metrics submission footprint,29374,2208828,2189730,19098,75,48,48,1,f84a2efa-56d3-4b63-be5d-ac0c3bb539b7,220f6c64-4b2d-4940-ac58-5214ce225df7,false,0,0,high,"[""low_extraction_ratio_proxy""]",benchmark/tasks/passlib__hash_context_core__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/passlib__hash_context_core__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/passlib__hash_context_core__001/submission,true,true
pathvalidate__sanitize_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pathvalidate__sanitize_core__001,openai/Qwen3.6-27B-FP8,openhands-agent,true,true,true,0.279492,0.720508,9,1232,4,0,0,0,false,false,false,explicit_finish,passed,none,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pathvalidate__sanitize_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pathvalidate__sanitize_core__001/eval/result.json,"[""8c2eed18-14c6-4b81-b352-230b1d929451"",""a6e0ab1b-9a72-459d-bb7e-0d359df7f550"",""9cfc7766-5ccb-4ff1-a882-048770e6a431"",""1d179009-188b-4b48-b7d7-37f5336fc3e6""]",true,,frozen_primary,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328,core100,config_environment_coupling,hard,false,false,passed,true,true,true,true,eval.metrics submission footprint,4408,1161356,1145379,15977,33,33,33,0,8c2eed18-14c6-4b81-b352-230b1d929451,a6e0ab1b-9a72-459d-bb7e-0d359df7f550,false,0,0,high,"[""repeated_exploration""]",benchmark/tasks/pathvalidate__sanitize_core__001/metadata.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pathvalidate__sanitize_core__001/run.json,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pathvalidate__sanitize_core__001/submission,true,true
